benchmark,model,seed,fraction,n_hf,n_lf,n_train,pool,dim,fit_flops,predict_flops,ok
Matbench-Gap,Domain Adaptation (MMD),43,0.1,2,20,22,3347,10,177684480,64690816,1
Matbench-Gap,Domain Adaptation (MMD),43,0.3,3,60,63,3347,10,513623040,64690816,1
Matbench-Gap,Domain Adaptation (MMD),43,0.5,5,100,105,3347,10,856038400,64690816,1
Matbench-Gap,Domain Adaptation (MMD),43,0.7,7,139,146,3347,10,1190217216,64690816,1
Matbench-Gap,Domain Adaptation (MMD),43,1.0,10,199,209,3347,10,1703840256,64690816,1
Matbench-Gap,Soft Parameter Sharing,42,0.1,2,20,22,3347,10,132951040,64690816,1
Matbench-Gap,Soft Parameter Sharing,42,0.3,3,60,63,3347,10,364830720,64690816,1
Matbench-Gap,Soft Parameter Sharing,42,0.5,5,100,105,3347,10,608051200,64690816,1
Matbench-Gap,Soft Parameter Sharing,42,0.7,7,139,146,3347,10,845758208,64690816,1
Matbench-Gap,Soft Parameter Sharing,42,1.0,10,199,209,3347,10,1210588928,64690816,1
Matbench-Gap,Soft Parameter Sharing,43,0.1,2,20,22,3347,10,132951040,64690816,1
Matbench-Gap,Soft Parameter Sharing,43,0.3,3,60,63,3347,10,364830720,64690816,1
Matbench-Gap,Soft Parameter Sharing,43,0.5,5,100,105,3347,10,608051200,64690816,1
Matbench-Gap,Soft Parameter Sharing,43,0.7,7,139,146,3347,10,845758208,64690816,1
Matbench-Gap,Soft Parameter Sharing,43,1.0,10,199,209,3347,10,1210588928,64690816,1
Matbench-Gap,Pseudo-Labeling,42,0.1,2,20,22,3347,10,192707840,64690816,1
Matbench-Gap,Pseudo-Labeling,42,0.3,3,60,63,3347,10,566881920,64690816,1
Matbench-Gap,Pseudo-Labeling,42,0.5,5,100,105,3347,10,944803200,64690816,1
Matbench-Gap,Pseudo-Labeling,42,0.7,7,139,146,3347,10,1313463808,64690816,1
Matbench-Gap,Pseudo-Labeling,42,1.0,10,199,209,3347,10,1880345728,64690816,1
Matbench-Gap,Pseudo-Labeling,43,0.1,2,20,22,3347,10,192707840,64690816,1
Matbench-Gap,Pseudo-Labeling,43,0.3,3,60,63,3347,10,566881920,64690816,1
Matbench-Gap,Pseudo-Labeling,43,0.5,5,100,105,3347,10,944803200,64690816,1
Matbench-Gap,Pseudo-Labeling,43,0.7,7,139,146,3347,10,1313463808,64690816,1
Matbench-Gap,Pseudo-Labeling,43,1.0,10,199,209,3347,10,1880345728,64690816,1
Matbench-Gap,Adapter,42,0.1,2,20,22,3347,10,118384640,59549824,1
Matbench-Gap,Adapter,42,0.3,3,60,63,3347,10,342981120,59549824,1
Matbench-Gap,Adapter,42,0.5,5,100,105,3347,10,571635200,59549824,1
Matbench-Gap,Adapter,42,0.7,7,139,146,3347,10,794775808,59549824,1
Matbench-Gap,Adapter,42,1.0,10,199,209,3347,10,1137756928,59549824,1
Matbench-Gap,Adapter,43,0.1,2,20,22,3347,10,118384640,59549824,1
Matbench-Gap,Adapter,43,0.3,3,60,63,3347,10,342981120,59549824,1
Matbench-Gap,Adapter,43,0.5,5,100,105,3347,10,571635200,59549824,1
Matbench-Gap,Adapter,43,0.7,7,139,146,3347,10,794775808,59549824,1
Matbench-Gap,Adapter,43,1.0,10,199,209,3347,10,1137756928,59549824,1
