benchmark,model,seed,final_regret,n_hf,n_lf,best_y,elapsed_sec,calib_budget,lf_rmse,lf_nll,lf_ece,lf_sharpness,hf_rmse,n_held
Park-Fav,Adapter,49,2.586872597596253e-07,4,55,2.586872597596253e-07,332.229,9.5,0.38358979659899073,2.474932685634537,0.4588832487309644,4.725705684925961,4.122164262581308,197
Park-Fav,Adapter,50,1.137312731133618e-07,4,55,1.137312731133618e-07,317.169,9.5,0.5194905819940996,2.4235790885617066,0.4289340101522844,4.473163504985941,3.719501437277909,197
Park-Fav,Adapter,51,2.7182818556418633,4,55,2.7182818556418633,289.46,9.5,0.6054206313567613,2.4663975647625995,0.416243654822335,4.661952563187234,5.6527380237532086,197
Park-Unfav,Sequential,42,1.1161802446987618e-07,4,11,1.1161802446987618e-07,56.52,9.5,0.864734022521463,3.1258692871473,0.45186721991701245,9.099839225987955,5.020850464301394,241
Park-Unfav,Sequential,43,1.8122379671872557,4,11,1.8122379671872557,57.483,9.5,0.343856421610446,2.853121534303968,0.4804979253112033,6.937855862810372,3.60282670553139,241
Park-Unfav,Sequential,44,1.137312731133618e-07,4,11,1.137312731133618e-07,56.415,9.5,0.6107696288914574,2.8134462269079656,0.45145228215767635,6.655141746995103,3.9713073198194344,241
Park-Unfav,Sequential,45,2.051277131164388e-07,4,11,2.051277131164388e-07,58.011,9.5,0.4297344536817715,2.3939465918065967,0.43900414937759347,4.367995157076926,5.091703162297494,241
Park-Unfav,MFGP,42,1.1161802446987618e-07,4,11,1.1161802446987618e-07,418.385,9.5,5.119844427238155,3.1038605505781716,0.1325726141078838,4.829565244508258,3.5791598784599143,241
Park-Unfav,MFGP,43,2.0620396529616517e-07,4,11,2.0620396529616517e-07,419.301,9.5,4.153046626245279,3.0197683971502904,0.08825726141078837,3.56312959720093,4.444018255238656,241
Park-Unfav,Sequential,46,1.137312731133618e-07,4,11,1.137312731133618e-07,57.802,9.5,0.479295810187011,2.124551880085651,0.39875518672199173,3.3118031184489385,7.700708988585343,241
Park-Unfav,Sequential,47,1.087312731383618e-07,4,11,1.087312731383618e-07,67.472,9.5,0.44080666472148916,2.243331069323614,0.4199170124481328,3.744978367929405,5.7594369478675045,241
Park-Unfav,MFGP,44,1.2568613017750787,4,11,1.2568613017750787,468.122,9.5,4.514197305949228,3.2693732993204634,0.2112033195020747,3.0924427795626963,4.417642296405802,241
Park-Unfav,Sequential,48,2.070648425403671e-07,4,11,2.070648425403671e-07,75.731,9.5,0.49109002979869526,2.454605269949091,0.437759336099585,4.650437477908002,5.816271405586563,241
Park-Unfav,Sequential,49,1.1161802446987618e-07,4,11,1.1161802446987618e-07,76.099,9.5,0.6736659351655057,2.153689986859545,0.3995850622406639,3.4097616033292137,7.243553565954917,241
Park-Unfav,MFGP,45,2.070648425403671e-07,4,11,2.070648425403671e-07,489.985,9.5,1.2207210474147356,1.8344689444011641,0.14356846473029047,1.8996279405838887,6.835433620857497,241
